,Player,Pos,Age,Tm,PER,TS%,AST%,WS/48,OBPM,DBPM,Year,
2513,Mikal Bridges,SF,25,PHO,14.2,0.633,7.5,0.147,0,-0.2,2021,1
2514,Miles Bridges,PF,23,CHO,17.8,0.548,13.6,0.111,2.1,-0.9,2021,1
2515,Oshae Brissett,SF,23,IND,4.8,0.445,4.4,-0.037,-4.3,-1.8,2021,1
2516,Malcolm Brogdon,PG,29,IND,20.9,0.574,28.7,0.165,4.3,-0.1,2021,1
2517,Armoni Brooks,SG,23,HOU,10.6,0.494,7,0.049,-2.2,0,2021,1
2518,Dillon Brooks,SF,26,MEM,18.9,0.564,17.7,0.081,0.7,-2.7,2021,1
2519,Bruce Brown,SF,25,BRK,12,0.524,6.8,0.1,-2.9,1.4,2021,1
2520,Greg Brown III,SF,20,POR,14.2,0.365,20.8,-0.034,-4.3,0.3,2021,1
2521,Jaylen Brown,SF,25,BOS,20.3,0.606,11.7,0.14,2.6,-0.8,2021,1
2522,Moses Brown,C,22,DAL,17.3,0.647,0,0.168,-1.4,1,2021,1
2523,Sterling Brown,SG,26,DAL,4.1,0.352,8,-0.035,-6.6,-0.7,2021,1
2524,Troy Brown Jr.,SF,22,CHI,8.9,0.491,4.9,0.048,-2.4,-2.9,2021,1
2525,Jalen Brunson,PG,25,DAL,19.2,0.572,30.4,0.152,1.7,-0.7,2021,1
2526,Reggie Bullock,SF,30,DAL,5.6,0.464,4.7,-0.002,-4.2,-2.4,2021,1
2527,Trey Burke,PG,29,DAL,12.7,0.533,15.5,0.003,-1.3,-1.2,2021,1
2528,Alec Burks,SG,30,NYK,16.7,0.6,12.4,0.16,1.1,1.1,2021,1
2529,Jared Butler,SG,21,UTA,0.6,0.33,17.8,-0.161,-10.1,1.2,2021,1
2530,Jimmy Butler,SF,32,MIA,30.6,0.634,27.6,0.341,7,3.6,2021,1
2531,Kentavious Caldwell-Pope,SG,28,WAS,11,0.537,7.3,0.084,-1.6,1,2021,1
2532,Facundo Campazzo,PG,30,DEN,10.5,0.542,16,0.079,-3,0.9,2021,1
2533,Clint Capela,C,27,ATL,20.7,0.588,5.8,0.192,1.5,-0.4,2021,1
2534,Vernon Carey Jr.,C,20,CHO,-27.5,0,0,-0.87,-28.8,-16.4,2021,1
2535,Jevon Carter,PG,26,BRK,5.5,0.392,10.9,0.016,-5,0,2021,1
2536,Wendell Carter Jr.,C,22,ORL,17.3,0.59,14.5,0.12,1.6,-0.5,2021,1
2537,Alex Caruso,PG,27,CHI,12.8,0.529,18.7,0.12,-2.5,2.3,2021,1
2538,Willie Cauley-Stein,C,28,DAL,9.6,0.541,7.5,0.073,-2.9,-0.3,2021,1
2539,Justin Champagnie,SF,20,TOR,9.6,0.436,4.9,0.098,-4.3,-2.8,2021,1
2540,Chris Chiozza,PG,26,GSW,9.6,0.536,16.5,0.088,-3.5,1,2021,1
2541,Josh Christopher,SG,20,HOU,10.4,0.45,21.8,-0.016,-3.3,0,2021,1
2542,Brandon Clarke,PF,25,MEM,20.9,0.589,11.6,0.165,1.4,-1,2021,1
2543,Jordan Clarkson,SG,29,UTA,13,0.478,13.1,0.043,-1.1,-2.1,2021,1
2544,Nic Claxton,C,22,BRK,12.5,0.543,5.8,0.088,-3.9,-0.9,2021,1
2545,Amir Coffey,SG,24,LAC,7,0.52,7.9,0.078,-3.7,-0.3,2021,1
2546,John Collins,PF,24,ATL,21.9,0.645,11.1,0.204,2.8,0.5,2021,1
2547,Mike Conley,PG,34,UTA,19.3,0.648,29.7,0.212,3.2,0.5,2021,1
2548,Pat Connaughton,SG,29,MIL,15,0.629,8.2,0.143,1.4,-0.6,2021,1
2549,Tyler Cook,PF,24,CHI,19.6,0.773,25.1,0.221,2.8,2,2021,1
2550,Sharife Cooper,PG,20,ATL,3.7,0.25,47.4,-0.153,-4.7,-5.1,2021,1
2551,Petr Cornelie,PF,26,DEN,0.4,0,17.4,-0.12,-8.6,-3.8,2021,1
2552,Robert Covington,PF,31,POR,10.6,0.599,6,0.072,-1.4,1.2,2021,1
2553,Torrey Craig,SF,31,IND,14,0.603,7.9,0.141,0,0.1,2021,1
2554,Jae Crowder,PF,31,PHO,9.9,0.516,5.9,0.081,-2.4,0.4,2021,1
2555,Jarrett Culver,SG,22,MEM,23.4,0.644,16.6,0.188,4.2,-1.4,2021,1
2556,Cade Cunningham,PG,20,DET,11.1,0.449,25.2,-0.034,-2.8,-0.7,2021,1
2557,Seth Curry,SG,31,PHI,15.2,0.641,12.1,0.101,1,-2.8,2021,1
2558,Stephen Curry,PG,33,GSW,27.7,0.638,33.3,0.29,8.3,1.1,2021,1
2559,Anthony Davis,C,28,LAL,26.1,0.575,15.3,0.196,3,0.2,2021,1
2560,Ed Davis,C,32,CLE,12.8,0.658,2.1,0.146,-3,2.2,2021,1
2561,Terence Davis,SG,24,SAC,3.2,0.386,7.2,-0.103,-7,-1.7,2021,1
2562,Gabriel Deck,PF,26,OKC,15.3,0.643,7.4,0.107,2.1,-0.5,2021,1
2563,Dewayne Dedmon,C,32,MIA,15.6,0.622,4.7,0.179,-1.9,0.1,2021,1
2564,Sam Dekker,PF,27,TOR,0,,0,-0.021,-8.6,-2.7,2021,1
2565,DeMar DeRozan,SF,32,CHI,24.2,0.591,20.7,0.206,4.4,-0.8,2021,1
2566,Hamidou Diallo,SG,23,DET,18.1,0.642,9.1,0.145,-0.9,1,2021,1
2567,Gorgui Dieng,C,32,ATL,13.2,0.456,10.7,0.096,-2.7,-0.2,2021,1
2568,Spencer Dinwiddie,PG,28,WAS,16.9,0.538,28.9,0.136,2.2,-1,2021,1
2569,Luka Don?i?,PG,22,DAL,21.7,0.52,42.7,0.081,3.5,-0.2,2021,1
2570,Luguentz Dort,SF,22,OKC,13.3,0.552,9.5,0.076,-1.7,-1.2,2021,1
2571,Ayo Dosunmu,SG,22,CHI,9.5,0.521,7.8,0.044,-2.1,-1.2,2021,1
2572,Devon Dotson,PG,22,CHI,5.3,0.333,0,-0.064,-8.6,0.6,2021,1
2573,Sekou Doumbouya,PF,21,LAL,41.7,0.717,0,0.33,9.7,9.2,2021,1
2574,Jeff Dowtin,PG,24,GSW,-5.3,0,0,-0.083,-17.4,-0.2,2021,1
2575,PJ Dozier,SG,25,DEN,9.5,0.467,11.6,0.059,-3.5,0.2,2021,1
2576,Goran Dragic,PG,35,TOR,17.1,0.521,14.6,0.166,-0.8,1,2021,1
2577,Andre Drummond,C,28,PHI,19.3,0.496,14.3,0.147,-0.5,0.5,2021,1
2578,Chris Duarte,SG,24,IND,11.3,0.518,10.3,0.043,-1.5,-1.3,2021,1
2579,Kevin Durant,PF,33,BRK,27.6,0.66,28,0.25,6.8,0.6,2021,1
2580,Anthony Edwards,SG,20,MIN,16.3,0.535,15.8,0.083,1.6,-1.3,2021,1
2581,Kessler Edwards,F,21,BRK,25.1,0.667,0,0.079,9.3,-1.8,2021,1
2582,CJ Elleby,SF,21,POR,0.1,0.346,7.2,-0.149,-9.6,-3.5,2021,1
2583,Wayne Ellington,SG,34,LAL,6.4,0.506,3.3,0.017,-2.1,-2.6,2021,1
2584,Joel Embiid,C,27,PHI,24.4,0.561,20.9,0.156,2.4,-1,2021,1
2585,Drew Eubanks,C,24,SAS,17.5,0.626,13.4,0.14,-1.8,1.3,2021,1
2586,Tacko Fall,C,26,CLE,5.3,0.399,0,-0.028,-5.2,-1.4,2021,1
2587,Derrick Favors,C,30,OKC,15.5,0.547,4.1,0.13,-1.3,-1.4,2021,1
2588,Bruno Fernando,C,23,BOS,-5.2,,12.5,-0.174,-14.9,4,2021,1
2589,Dorian Finney-Smith,PF,28,DAL,10.2,0.514,5.5,0.063,-2.1,-0.4,2021,1
2590,Malik Fitts,PF,24,UTA,3.4,,0,0.055,-3.7,0,2021,1
2591,Malachi Flynn,PG,23,TOR,12.1,0.427,12.9,0.09,-3.7,2.7,2021,1
2592,Bryn Forbes,SG,28,SAS,7,0.53,6.3,-0.03,-3.9,-2.9,2021,1
2593,Trent Forrest,PG,23,UTA,6.3,0.651,7.3,0.064,-6,1.3,2021,1
2594,Evan Fournier,SG,29,NYK,11.9,0.525,10.1,0.052,-1.3,-1.6,2021,1
2595,De'Aaron Fox,PG,24,SAC,14.9,0.494,26.1,0.032,-1,-1.7,2021,1
2596,Daniel Gafford,C,23,WAS,19.8,0.655,6.2,0.192,-0.4,2.2,2021,1
2597,Danilo Gallinari,PF,33,ATL,13.6,0.549,6,0.098,0.4,-1,2021,1
2598,Darius Garland,PG,22,CLE,15.8,0.569,33.2,0.085,1.7,-1.2,2021,1
2599,Marcus Garrett,SG,23,MIA,2.2,0,24.1,0.022,-6.5,0.8,2021,1
2600,Usman Garuba,PF,19,HOU,17.6,0.429,20.7,0.121,0.6,1.8,2021,1
2601,Luka Garza,C,23,DET,15.5,0.566,10.4,0.147,-1.3,0.3,2021,1
2602,Rudy Gay,PF,35,UTA,15.4,0.662,8.3,0.124,1.7,-0.8,2021,1
2603,Paul George,SF,31,LAC,21.1,0.551,27.6,0.124,3.2,1.2,2021,1
2604,Taj Gibson,C,36,NYK,10.2,0.538,5.4,0.093,-4.9,1,2021,1
2605,Josh Giddey,SG,19,OKC,13.5,0.452,31.4,0.033,-1.9,0,2021,1
2606,Shai Gilgeous-Alexander,PG,23,OKC,15.9,0.518,22.3,0.07,0.6,-1,2021,1
2607,Anthony Gill,PF,29,WAS,10.8,0.5,5.5,0.13,-1.9,-1.3,2021,1
2608,Rudy Gobert,C,29,UTA,26.5,0.742,4.1,0.298,3.1,2,2021,1
2609,Aaron Gordon,PF,26,DEN,16.1,0.583,10.2,0.127,0.1,-0.6,2021,1
2610,Eric Gordon,SG,33,HOU,12,0.582,12.6,0.04,-0.3,-1.4,2021,1
2611,Devonte' Graham,PG,26,NOP,14.6,0.532,26.1,0.059,0.9,-2.1,2021,1
2612,Jerami Grant,PF,27,DET,16.4,0.528,13,0.069,0.5,-0.7,2021,1
2613,Danny Green,SF,34,PHI,13.4,0.651,5.7,0.107,0.7,0.2,2021,1
2614,Draymond Green,PF,31,GSW,15.9,0.595,34,0.187,-0.2,3.7,2021,1
2615,Jalen Green,SG,19,HOU,7.7,0.487,12.5,-0.046,-3.6,-2.7,2021,1
2616,JaMychal Green,PF,31,DEN,12.5,0.553,8.7,0.064,-4.3,1,2021,1
2617,Javonte Green,SG,28,CHI,12.9,0.588,4.4,0.141,-1.3,-0.1,2021,1
2618,Jeff Green,C,35,DEN,9.9,0.536,6.4,0.07,-3.4,-1.6,2021,1
2619,Josh Green,SG,21,DAL,6.7,0.333,10.6,-0.01,-5.1,-0.7,2021,1
2620,Blake Griffin,PF,32,BRK,8.7,0.397,12.6,0.05,-4,0,2021,1
2621,Quentin Grimes,SG,21,NYK,15.9,0.75,0,0.143,3.9,-4.3,2021,1
2622,Tyrese Haliburton,SG,21,SAC,15.6,0.543,22.5,0.099,1.1,0.7,2021,1
2623,R.J. Hampton,SG,20,ORL,12.6,0.544,19.8,0.037,-0.9,-0.7,2021,1
2624,Tim Hardaway Jr.,SG,29,DAL,13.1,0.52,12.2,0.082,-0.5,-1.7,2021,1
2625,James Harden,PG,32,BRK,21.4,0.605,39.8,0.172,3.2,0.5,2021,1
2626,Maurice Harkless,SF,28,SAC,5.4,0.465,4,0.013,-4.1,-0.4,2021,1
2627,Montrezl Harrell,C,28,WAS,28.6,0.709,14.1,0.325,6.2,1.3,2021,1
2628,Gary Harris,SG,27,ORL,3.6,0.404,9.2,-0.071,-5.9,-3.4,2021,1
2629,Joe Harris,SF,30,BRK,10.1,0.624,4.8,0.077,-1.2,-1,2021,1
2630,Tobias Harris,PF,29,PHI,21.3,0.576,21.1,0.132,3.2,-2.3,2021,1
2631,Josh Hart,PF,26,NOP,16.2,0.601,19.1,0.121,0.8,0.4,2021,1
2632,Isaiah Hartenstein,C,23,LAC,22.9,0.659,14.2,0.253,-0.2,3.7,2021,1
2633,Udonis Haslem,C,41,MIA,12.1,0.5,9,0.157,-6,0.8,2021,1
2634,Sam Hauser,F,24,BOS,-6.6,0,0,-0.257,-21.7,9,2021,1
2635,Jaxson Hayes,C,21,NOP,16.2,0.566,3,0.103,-2.5,-1.5,2021,1
2636,Killian Hayes,PG,20,DET,8.2,0.423,21.2,-0.003,-5.7,1.2,2021,1
2637,Gordon Hayward,SF,31,CHO,16,0.588,14.5,0.102,1.2,-1.5,2021,1
2638,Aaron Henry,SF,22,PHI,-20.6,0,0,-0.589,-18.8,-13.1,2021,1
2639,Juancho Hernangomez,PF,26,BOS,2.2,0.271,0,-0.135,-9.4,-1.8,2021,1
2640,Willy Hernangomez,C,27,NOP,34.6,0.845,15.4,0.338,7.6,2.8,2021,1
2641,Tyler Herro,SG,22,MIA,17.7,0.562,19.7,0.118,2.6,-1,2021,1
2642,Buddy Hield,SG,29,SAC,15.6,0.572,11.7,0.084,3.5,-2.1,2021,1
2643,George Hill,SG,35,MIL,11,0.571,14,0.098,-2,-0.5,2021,1
2644,Solomon Hill,PF,30,ATL,4.5,0.273,12.2,0.025,-5.5,1.5,2021,1
2645,Aaron Holiday,PG,25,WAS,8.6,0.491,15.9,0.023,-3.9,0.1,2021,1
2646,Jrue Holiday,PG,31,MIL,13.3,0.471,29.3,0.038,-1.9,-0.5,2021,1
2647,Justin Holiday,SF,32,IND,9.3,0.566,7.7,0.066,-1.1,-1,2021,1
2648,Richaun Holmes,C,28,SAC,23.1,0.732,7,0.222,2.4,-0.5,2021,1
2649,Rodney Hood,SF,29,MIL,8.3,0.511,6.8,0.078,-2.1,-1.5,2021,1
2650,Al Horford,C,35,BOS,21.1,0.566,18.8,0.206,2.8,2.6,2021,1
2651,Talen Horton-Tucker,SG,21,LAL,13.3,0.525,11,0.066,-1.7,-1.9,2021,1
2652,Danuel House Jr.,SF,28,HOU,2.9,0.349,10.7,-0.103,-7.1,-1.3,2021,1
2653,Dwight Howard,C,36,LAL,18.6,0.701,3.8,0.176,-0.7,1.7,2021,1
2654,Markus Howard,SG,22,DEN,-1.4,0.298,3.2,-0.164,-9.1,-2.4,2021,1
2655,Kevin Huerter,SG,23,ATL,12.1,0.571,13.3,0.065,-0.6,-0.8,2021,1
2656,Jay Huff,C,23,LAL,5.4,0,14.7,-0.002,-5.3,-0.8,2021,1
2657,Elijah Hughes,SF,23,UTA,0.5,0.347,0,-0.018,-8.4,-2.8,2021,1
2658,De'Andre Hunter,SF,24,ATL,7.8,0.516,3.3,-0.01,-3.9,-1.6,2021,1
2659,Chandler Hutchison,SF,25,PHO,-1.3,1,14.3,-0.21,-12.1,-1.9,2021,1
2660,Bones Hyland,PG,21,DEN,13,0.499,16,0.076,-1.8,0.4,2021,1
2661,Serge Ibaka,C,32,LAC,-8.4,0.203,5.2,-0.341,-19.9,-3.4,2021,1
2662,Andre Iguodala,SF,38,GSW,12.5,0.493,23,0.16,-0.6,2.7,2021,1
2663,Joe Ingles,SF,34,UTA,11.6,0.6,18.3,0.132,0.7,0.1,2021,1
2664,Brandon Ingram,SF,24,NOP,13.6,0.509,23.9,-0.013,-0.1,-2.5,2021,1
2665,Frank Jackson,PG,23,DET,11.2,0.55,4.7,0.044,-2.4,-0.8,2021,1
2666,Isaiah Jackson,PF,20,IND,3.8,0.255,0,-0.03,-9.5,0,2021,1
2667,Jaren Jackson Jr.,PF,22,MEM,16,0.521,5.8,0.063,-0.7,-1.7,2021,1
2668,Josh Jackson,SF,24,DET,11.7,0.518,17,0.03,-2.8,-1,2021,1
2669,Reggie Jackson,SG,31,LAC,12.5,0.503,18.9,0.056,-0.8,-1.6,2021,1
2670,LeBron James,SF,37,LAL,20.7,0.583,30,0.113,2.6,-0.4,2021,1
2671,DeJon Jarreau,SG,24,IND,0,,0,0.003,-7.6,-2.3,2021,1
2672,Ty Jerome,SG,24,OKC,16.3,0.52,15.8,0.131,-0.5,2,2021,1
2673,Isaiah Joe,SG,22,PHI,5.7,0.453,8.1,-0.034,-4,-3.7,2021,1
2674,Alize Johnson,PF,25,CHI,13.5,0.582,9,0.122,-1.1,-2.3,2021,1
2675,Cameron Johnson,PF,25,PHO,11,0.52,7.1,0.085,-1.4,-0.4,2021,1
2676,David Johnson,SG,20,TOR,,,,,-8.7,-2.7,2021,1
2677,Jalen Johnson,PF,20,ATL,24,0.643,0,0.2,6.1,-2,2021,1
2678,James Johnson,PF,34,BRK,8.1,0.405,15.9,0.047,-4.6,0.4,2021,1
2679,Keldon Johnson,SF,22,SAS,14,0.522,9.9,0.058,-1.4,-1.5,2021,1
2680,Keon Johnson,SG,19,LAC,0,,0,0.023,-6.7,1,2021,1
2681,Nikola Jokic,C,26,DEN,35.3,0.668,38.8,0.342,10,5,2021,1
2682,Damian Jones,C,26,SAC,22,0.759,6.9,0.25,4.3,-0.8,2021,1
2683,Derrick Jones Jr.,SF,24,CHI,19.4,0.696,4.1,0.228,1.3,1.3,2021,1
2684,Herbert Jones,C,23,NOP,9.2,0.527,9.4,0.032,-4.1,0.4,2021,1
2685,Kai Jones,C,21,CHO,-30.2,,0,-0.837,-29.5,-6.8,2021,1
2686,Tre Jones,PG,22,SAS,15.4,0.585,21.9,0.101,-2.4,-0.3,2021,1
2687,Tyus Jones,PG,25,MEM,19.1,0.636,27.5,0.152,2.8,-0.6,2021,1
2688,DeAndre Jordan,C,33,LAL,21.4,0.752,5.3,0.211,0.4,0.3,2021,1
2689,Cory Joseph,PG,30,DET,12.1,0.561,24.3,0.067,-3,-0.4,2021,1
2690,Georgios Kalaitzakis,SF,23,MIL,5.4,0.481,0,-0.04,-5,-4.1,2021,1
2691,Frank Kaminsky,C,28,PHO,22.1,0.635,10.5,0.243,2.4,1,2021,1
2692,Enes Kanter,C,29,BOS,14.9,0.509,3.9,0.116,-3.2,-2.9,2021,1
2693,Luke Kennard,SG,25,LAC,12.6,0.586,10.9,0.134,0,0.3,2021,1
2694,Corey Kispert,SF,22,WAS,9.2,0.495,6.9,0.061,-1.7,-0.7,2021,1
2695,Maxi Kleber,PF,30,DAL,16.1,0.653,3.3,0.153,1.1,0.9,2021,1
2696,Nathan Knight,PF,24,MIN,31.6,0.92,24.2,0.388,5.2,6.7,2021,1
2697,Kevin Knox II,SF,22,NYK,2.6,0.568,17.9,-0.152,-8.1,-6.2,2021,1
2698,John Konchar,SG,25,MEM,8.5,0.412,9.6,0.013,-3.8,-0.9,2021,1
2699,Furkan Korkmaz,SG,24,PHI,12.7,0.504,16.6,0.044,0.1,-2.4,2021,1
2700,Vit Krejci,SG,21,OKC,-0.8,0.347,0,-0.16,-12,-4.3,2021,1
2701,Jonathan Kuminga,SF,19,GSW,7,0.441,7.5,0.016,-7.5,-0.7,2021,1
2702,Kyle Kuzma,PF,26,WAS,12.7,0.511,11.2,0.066,-0.7,0.1,2021,1
2703,Jeremy Lamb,SF,29,IND,19.5,0.615,12.1,0.198,3.8,1.2,2021,1
2704,Jock Landale,C,26,SAS,46.8,0.87,34.5,0.461,15.3,3.2,2021,1
2705,Romeo Langford,SG,22,BOS,7.9,0.508,3.8,0.058,-3.2,-0.7,2021,1
2706,Zach LaVine,SG,26,CHI,21.6,0.599,18.8,0.147,5.2,-2.1,2021,1
2707,Jake Layman,SF,27,MIN,-1.9,0.278,0,-0.125,-9.5,-3.8,2021,1
2708,Damion Lee,SG,29,GSW,11.8,0.57,8.5,0.127,-1.5,-1.9,2021,1
2709,Saben Lee,PG,22,DET,6.9,0.396,16.8,-0.045,-7.5,0.3,2021,1
2710,Alex Len,C,28,SAC,14,0.587,10.9,0.089,-3.1,1.2,2021,1
2711,Caris LeVert,SG,27,IND,13.9,0.466,19.6,0.026,-1.9,-1.1,2021,1
2712,Kira Lewis Jr.,PG,20,NOP,6.7,0.419,23.7,-0.099,-5.5,-2.5,2021,1
2713,Damian Lillard,PG,31,POR,18,0.509,36,0.094,2,-2.8,2021,1
2714,Nassir Little,SF,21,POR,14.3,0.597,4.6,0.105,-1.6,-0.4,2021,1
2715,Kevon Looney,C,25,GSW,15.7,0.533,9.1,0.204,-1.9,-0.1,2021,1
2716,Brook Lopez,C,33,MIL,12,0.444,0,0.091,-2.9,-1.8,2021,1
2717,Robin Lopez,C,33,ORL,17.1,0.616,7.6,0.113,0.4,-3,2021,1
2718,Didi Louzada,SF,22,NOP,-1,0,18.5,-0.273,-3.7,-9.6,2021,1
2719,Kevin Love,PF,33,CLE,17.7,0.505,15.8,0.142,2.2,-0.2,2021,1
2720,Kyle Lowry,PG,35,MIA,13.2,0.534,31.2,0.107,-0.5,0.4,2021,1
2721,Timothe Luwawu-Cabarrot,SF,26,ATL,11.9,0.436,9.2,0.008,-2.3,-1.7,2021,1
2722,Trey Lyles,PF,26,DET,11.8,0.511,9.3,0.023,-2.6,-2.1,2021,1
2723,Theo Maledon,PG,20,OKC,-1.1,0.28,13.2,-0.155,-9.8,-3.8,2021,1
2724,Sandro Mamukelashvili,PF,22,MIL,9,0.582,4.7,0.07,-1,-4.3,2021,1
2725,Terance Mann,SF,25,LAC,12.4,0.562,11.7,0.134,-1.4,-0.2,2021,1
2726,Tre Mann,PG,20,OKC,12,0.525,3.2,0.045,-3.5,-0.6,2021,1
2727,Boban Marjanovic,C,33,DAL,27.4,0.674,11.1,0.143,1.5,-0.8,2021,1
2728,Lauri Markkanen,PF,24,CLE,14.5,0.497,7.4,0.101,-0.1,0.3,2021,1
2729,Naji Marshall,SF,24,NOP,8.7,0.448,12.6,-0.009,-6,-0.2,2021,1
2730,Caleb Martin,SF,26,MIA,13,0.51,5.2,0.121,-1.9,1.4,2021,1
2731,Cody Martin,SF,26,CHO,14.8,0.56,10.4,0.129,0.6,0.5,2021,1
2732,Kelan Martin,SF,26,IND,12.7,0.494,11.6,0.08,-0.9,-0.9,2021,1
2733,Kenyon Martin Jr.,SF,21,HOU,17.6,0.623,9.4,0.143,1.6,0.9,2021,1
2734,Garrison Mathews,SG,25,HOU,7.7,0.485,4.5,0.019,-2.3,-2.6,2021,1
2735,Tyrese Maxey,PG,21,PHI,19.4,0.6,20.4,0.16,2.2,-0.9,2021,1
2736,Skylar Mays,SG,24,ATL,25.4,0.972,8.1,0.27,4.1,0.5,2021,1
2737,Miles McBride,PG,21,NYK,-30.3,0,0,-1.001,-26.8,-12,2021,1
2738,CJ McCollum,SG,30,POR,16.9,0.53,20,0.082,2.2,-1.9,2021,1
2739,T.J. McConnell,PG,29,IND,16,0.535,29.3,0.133,0.1,0.8,2021,1
2740,Jaden McDaniels,PF,21,MIN,8.4,0.498,5.3,0.071,-4.6,0.1,2021,1
2741,Jalen McDaniels,SF,24,CHO,14.1,0.677,9.9,0.122,0.1,-0.3,2021,1
2742,Doug McDermott,PF,30,SAS,10.2,0.574,6.2,0.05,-0.9,-3.4,2021,1
2743,JaVale McGee,C,34,PHO,23.6,0.679,6,0.199,-0.7,-0.2,2021,1
2744,Rodney McGruder,SG,30,DET,12.9,0.504,12.1,0.09,-0.2,-1.4,2021,1
2745,JaQuori McLaughlin,PG,24,DAL,16.7,,62.4,0.222,7.6,-3.2,2021,1
2746,Jordan McLaughlin,PG,25,MIN,8.6,0.399,26.5,0.036,-4.6,-0.3,2021,1
2747,Ben McLemore,SG,28,POR,11.9,0.598,5.4,-0.002,1.6,-5.2,2021,1
2748,De'Anthony Melton,SG,23,MEM,12.6,0.502,12.5,0.029,-1.2,-0.6,2021,1
2749,Sam Merrill,SG,25,MEM,8.3,0.485,9.6,-0.017,-1.8,-5.4,2021,1
2750,Chimezie Metu,C,24,SAC,11.5,0.495,6.9,0.02,-1.4,-0.7,2021,1
2751,Khris Middleton,SF,30,MIL,17.9,0.548,25.5,0.113,0.9,-0.6,2021,1
2752,Patty Mills,PG,33,BRK,13.9,0.626,14.2,0.125,1.1,-1.5,2021,1
2753,Paul Millsap,PF,36,BRK,9,0.465,10,0.077,-5,0.4,2021,1
2754,Shake Milton,PG,25,PHI,14.9,0.54,17.8,0.078,-0.3,-1.8,2021,1
2755,Davion Mitchell,PG,23,SAC,9.4,0.437,20.5,0.009,-3.1,-1.3,2021,1
2756,Donovan Mitchell,SG,25,UTA,21.7,0.543,26.8,0.163,3.3,0.1,2021,1
2757,Evan Mobley,PF,20,CLE,16.8,0.555,11.9,0.13,-0.2,1.2,2021,1
2758,Malik Monk,SG,23,LAL,11.3,0.56,13.3,0.05,-1.4,-1.5,2021,1
2759,Moses Moody,SG,19,GSW,5.5,0.428,4.8,0.031,-5,-1.9,2021,1
2760,Ja Morant,PG,22,MEM,24.8,0.567,35.8,0.143,5.3,-1.7,2021,1
2761,Marcus Morris Sr.,PF,32,LAC,6.7,0.503,2.6,0.05,-5.7,-2.7,2021,1
2762,Markieff Morris,PF,32,MIA,11.2,0.533,11.4,0.076,-1.9,-0.4,2021,1
2763,Monte Morris,PG,26,DEN,12.2,0.504,21.2,0.075,-2.1,-0.5,2021,1
2764,Mychal Mulder,PG,27,ORL,7.8,0.47,3,-0.049,-2.4,-4.3,2021,1
2765,Trey Murphy III,SF,21,NOP,8,0.481,5.8,0.016,-3,-1.9,2021,1
2766,Dejounte Murray,PG,25,SAS,19.2,0.49,34.6,0.1,0.5,1.4,2021,1
2767,Mike Muscala,C,30,OKC,22,0.645,5.5,0.223,4.5,0.9,2021,1
2768,Svi Mykhailiuk,SF,24,TOR,14.5,0.614,9.5,0.12,0.3,-0.6,2021,1
2769,Abdel Nader,SF,28,PHO,5.1,0.431,6,-0.005,-7.3,0.4,2021,1
2770,Larry Nance Jr.,PF,29,POR,17,0.64,11.1,0.14,0.5,0.7,2021,1
2771,RJ Nembhard Jr.,SG,22,CLE,42.1,1,73.8,0.584,9.6,5.5,2021,1
2772,Aaron Nesmith,SF,22,BOS,1.9,0.365,5.2,-0.071,-6.9,-1.6,2021,1
2773,Raul Neto,PG,29,WAS,10,0.525,19.3,0.037,-5,0.1,2021,1
2774,Georges Niang,PF,28,PHI,14.2,0.587,10,0.102,0.6,-1.8,2021,1
2775,Zeke Nnaji,PF,21,DEN,28.9,0.672,0,0.278,8.4,-2.2,2021,1
2776,Nerlens Noel,C,27,NYK,14.2,0.747,4.9,0.145,-2.9,1.1,2021,1
2777,Jaylen Nowell,SG,22,MIN,12.3,0.306,27,0.015,-3.4,0.2,2021,1
2778,Frank Ntilikina,PG,23,DAL,11.8,0.498,15.3,0.059,-2.2,0.2,2021,1
2779,Jusuf Nurkic,C,27,POR,22.3,0.629,12.9,0.186,0.8,1.1,2021,1
2780,David Nwaba,SF,29,HOU,12.9,0.494,9.1,0.07,-3.3,0.6,2021,1
2781,Jordan Nwora,SF,23,MIL,10.2,0.497,10.1,0.029,-1.8,-2.2,2021,1
2782,Royce O'Neale,SF,28,UTA,11.6,0.612,9.9,0.123,-0.8,2.2,2021,1
2783,Semi Ojeleye,PF,27,MIL,4.7,0.335,2.4,0,-4.8,-2.4,2021,1
2784,Chuma Okeke,PF,23,ORL,12,0.531,9,0.055,-1.6,-0.6,2021,1
2785,Josh Okogie,SG,23,MIN,7.7,0.407,8.4,0.035,-4.8,-0.2,2021,1
2786,Isaac Okoro,SF,21,CLE,8.3,0.453,8.4,0.046,-3.7,-0.2,2021,1
2787,KZ Okpala,PF,22,MIA,6.8,0.346,5.7,0.045,-5,-2.3,2021,1
2788,Kelly Olynyk,C,30,DET,19,0.551,18.2,0.117,0.9,1.6,2021,1
2789,Eugene Omoruyi,SF,24,DAL,28.9,0.608,16.6,0.31,5,3.8,2021,1
2790,Miye Oni,SG,24,UTA,4.8,0.41,13.4,0.066,-6.2,0.8,2021,1
2791,Cedi Osman,SF,26,CLE,16.4,0.631,12,0.151,2.8,0.4,2021,1
2792,Kelly Oubre Jr.,SF,26,CHO,13.4,0.546,5.9,0.064,0.1,-2.2,2021,1
2793,Kevin Pangos,PG,29,CLE,2.3,0.515,0,-0.034,-5.3,-3.7,2021,1
